acetic,citric,suger,salt,SO2free,SO2tota,pH,sulfate,alcohol,quality
0.270,0.120,1.300,0.041,62.000,138.000,3.210,0.420,10.000,0.600
0.440,0.040,1.400,0.036,43.000,119.000,3.360,0.330,12.100,0.800
0.250,0.250,1.400,0.030,35.000,105.000,3.300,0.440,11.100,0.700
0.300,0.270,10.600,0.039,31.000,119.000,3.270,0.300,9.300,0.600
0.280,0.300,1.500,0.026,31.000,114.000,3.320,0.600,12.500,0.700
0.240,0.340,15.400,0.050,38.000,174.000,3.030,0.420,9.000,0.600
0.270,0.420,7.300,0.054,58.000,200.000,3.120,0.490,9.400,0.600
0.280,0.220,12.800,0.039,51.000,150.000,3.230,0.430,10.700,0.600
0.310,0.070,1.500,0.033,55.000,144.000,3.160,0.420,10.000,0.500
0.300,0.510,13.600,0.050,40.000,168.000,3.070,0.520,9.600,0.700
0.360,0.240,1.800,0.025,32.000,102.000,3.340,0.590,12.800,0.600
0.280,0.300,3.900,0.026,36.000,105.000,3.260,0.580,12.750,0.600
0.310,0.230,12.700,0.054,20.000,139.000,3.160,0.500,9.700,0.400
0.170,0.320,4.200,0.040,37.000,117.000,3.240,0.430,11.300,0.600
0.170,0.470,1.400,0.037,5.000,33.000,2.890,0.280,9.600,0.300
0.160,0.320,1.400,0.065,23.000,140.000,3.060,0.470,11.400,0.600
0.280,0.780,12.100,0.041,53.000,161.000,2.980,0.440,8.700,0.500
0.330,0.380,8.700,0.126,49.000,199.000,2.980,0.570,9.400,0.500
0.330,0.410,2.000,0.027,14.000,79.000,3.270,0.630,12.400,0.600
0.330,0.270,4.900,0.036,30.000,134.000,3.200,0.420,10.400,0.700
0.480,0.490,2.900,0.030,28.000,122.000,3.130,0.400,13.000,0.600
0.470,0.290,14.800,0.024,22.000,142.000,3.120,0.480,12.000,0.800
0.280,0.400,6.900,0.050,30.000,97.000,3.260,0.440,10.100,0.600
0.905,0.190,0.800,0.048,17.000,204.000,3.340,0.560,10.000,0.500
0.400,0.300,10.600,0.033,24.000,87.000,3.150,0.450,12.800,0.600
0.180,0.370,1.200,0.040,16.000,75.000,3.180,0.630,10.800,0.500
0.270,0.360,20.700,0.045,45.000,170.000,3.000,0.450,8.800,0.600
0.290,0.290,1.600,0.045,53.000,180.000,3.340,0.680,10.500,0.600
0.440,0.280,4.250,0.032,43.000,132.000,3.260,0.470,11.267,0.700
0.580,0.270,12.150,0.033,37.000,116.000,2.990,0.390,10.800,0.600
0.180,0.300,1.100,0.028,34.000,95.000,2.830,0.360,10.000,0.400
0.240,0.490,4.900,0.032,3.000,18.000,2.850,0.540,10.000,0.600
0.190,0.310,14.500,0.045,39.000,193.000,3.100,0.500,9.200,0.600
0.320,0.210,2.200,0.044,15.000,68.000,3.170,0.390,9.400,0.600
0.160,0.270,15.500,0.050,25.000,135.000,2.900,0.430,8.700,0.700
0.150,0.360,1.800,0.034,43.000,150.000,3.420,0.690,11.000,0.800
0.320,0.270,4.900,0.034,18.000,122.000,3.360,0.710,12.500,0.600
0.160,0.320,1.400,0.035,49.000,186.000,3.350,0.640,12.400,0.800
0.250,0.240,1.600,0.045,39.000,164.000,3.530,0.580,10.800,0.500
0.390,0.300,5.200,0.037,29.000,131.000,3.380,0.440,11.000,0.600
0.180,0.410,14.200,0.039,47.000,129.000,3.280,0.720,10.300,0.700
0.340,0.320,3.800,0.044,13.000,116.000,3.390,0.440,11.800,0.700
0.440,0.200,16.000,0.065,61.000,186.000,3.130,0.450,8.600,0.500
0.370,0.070,1.400,0.048,58.000,144.000,3.170,0.380,10.000,0.500
0.150,0.290,1.300,0.029,10.000,64.000,3.350,0.390,10.100,0.500
0.140,0.180,1.400,0.047,30.000,90.000,3.270,0.540,11.200,0.600
0.160,0.290,1.800,0.050,40.000,147.000,3.060,0.440,11.400,0.700
0.190,0.710,17.500,0.042,21.000,114.000,2.850,0.500,9.500,0.600
0.340,0.300,8.500,0.059,24.000,152.000,3.460,0.640,11.000,0.700
0.250,0.360,13.200,0.067,53.000,178.000,3.010,0.480,9.000,0.600
0.310,0.280,1.500,0.037,12.000,119.000,3.320,0.510,10.400,0.700
0.240,0.320,9.000,0.023,20.000,109.000,3.340,0.350,12.600,0.600
0.490,0.430,2.500,0.036,32.000,116.000,3.230,0.470,10.700,0.600
0.280,0.280,4.200,0.044,52.000,158.000,3.350,0.440,10.700,0.700
0.220,0.310,2.700,0.030,41.000,136.000,3.160,0.370,12.700,0.700
0.160,0.270,1.400,0.044,53.000,168.000,3.280,0.370,10.100,0.600
0.160,0.390,1.000,0.028,40.000,101.000,3.570,0.590,10.600,0.600
0.200,0.400,1.500,0.037,35.000,107.000,3.460,0.500,11.400,0.600
0.250,0.360,1.300,0.035,40.000,78.000,3.230,0.640,12.100,0.700
0.410,0.300,3.200,0.030,49.000,164.000,3.530,0.790,11.700,0.700
0.610,0.120,1.300,0.009,65.000,100.000,3.260,0.370,13.500,0.500
0.290,0.670,8.100,0.037,53.000,166.000,2.900,0.410,8.900,0.600
0.580,0.270,12.150,0.033,37.000,116.000,2.990,0.390,10.800,0.600
0.420,0.200,1.400,0.060,15.000,168.000,3.060,0.400,9.400,0.600
0.130,0.280,1.900,0.050,20.000,78.000,3.430,0.640,10.800,0.600
0.280,0.410,1.000,0.042,14.000,59.000,2.960,0.250,10.500,0.600
0.240,0.190,5.000,0.043,17.000,101.000,3.670,0.570,10.000,0.500
0.250,0.280,14.400,0.055,55.000,205.000,3.120,0.380,9.000,0.700
0.300,0.220,5.250,0.053,33.000,180.000,3.130,0.450,11.600,0.600
0.340,0.390,7.600,0.040,45.000,215.000,3.110,0.530,9.200,0.600
0.400,0.410,14.100,0.053,37.000,194.000,3.200,0.630,9.400,0.600
0.290,0.330,3.700,0.029,30.000,88.000,3.250,0.420,12.300,0.600
0.190,0.310,14.500,0.045,39.000,193.000,3.100,0.500,9.200,0.600
0.270,0.490,1.200,0.063,35.000,92.000,3.380,0.420,12.200,0.600
0.300,0.330,3.500,0.037,37.000,155.000,3.180,0.370,12.400,0.600
0.300,0.320,1.600,0.037,23.000,124.000,2.930,0.330,11.000,0.600
0.495,0.220,1.800,0.046,31.000,140.000,3.390,0.540,10.400,0.600
0.330,0.150,1.900,0.050,20.000,93.000,3.380,0.620,9.900,0.500
0.370,0.300,1.500,0.033,35.000,95.000,3.360,0.560,12.000,0.700
0.190,0.210,1.700,0.045,57.000,135.000,3.320,0.440,9.500,0.500
0.140,0.280,1.800,0.041,44.000,178.000,3.450,0.430,9.200,0.600
0.320,0.260,1.200,0.050,11.500,88.000,3.240,0.370,9.500,0.400
0.230,0.400,1.500,0.044,19.000,135.000,2.960,0.490,10.900,0.500
0.260,0.230,5.150,0.034,48.000,160.000,3.820,0.510,10.500,0.700
0.440,0.420,8.500,0.048,10.000,147.000,3.320,0.460,9.500,0.600
0.270,0.330,2.200,0.021,26.000,117.000,3.120,0.300,12.500,0.600
0.280,0.340,2.200,0.037,24.000,125.000,3.360,0.330,12.800,0.800
0.250,0.260,1.550,0.041,118.500,216.000,3.550,0.630,9.400,0.300
0.410,0.220,4.200,0.031,10.000,102.000,3.000,0.860,11.600,0.400
0.290,0.140,7.050,0.045,50.000,177.000,3.230,0.420,9.000,0.500
0.340,0.250,12.100,0.059,33.000,171.000,3.140,0.560,8.700,0.600
0.220,0.370,1.700,0.036,38.000,195.000,3.350,0.720,12.500,0.600
0.360,0.020,1.600,0.031,24.000,104.000,3.440,0.350,12.200,0.600
0.295,0.200,2.200,0.049,18.000,134.000,3.210,0.680,10.000,0.500
0.180,0.300,8.800,0.064,26.000,103.000,2.940,0.560,9.300,0.500
0.250,0.350,14.000,0.069,42.000,163.000,3.560,0.470,9.800,0.500
0.300,0.220,10.200,0.049,57.000,191.000,3.080,0.400,9.300,0.600
0.300,0.100,6.400,0.043,34.000,142.000,3.140,0.480,9.800,0.500
0.230,0.490,0.900,0.057,15.000,73.000,3.070,0.380,10.400,0.600
0.240,0.350,1.200,0.038,22.000,167.000,3.100,0.480,10.600,0.600
0.380,0.290,13.650,0.048,52.000,189.000,3.000,0.600,9.500,0.600
0.250,0.260,7.200,0.048,52.000,207.000,3.120,0.370,9.200,0.500
0.200,0.360,1.900,0.043,24.000,111.000,3.290,0.540,11.300,0.600
0.240,0.280,3.950,0.038,61.000,134.000,3.300,0.540,11.300,0.700
0.270,0.350,1.700,0.030,38.000,103.000,3.220,0.630,10.400,0.800
0.240,0.290,13.300,0.039,49.000,130.000,3.330,0.460,11.000,0.800
0.280,0.420,14.400,0.040,49.000,173.000,3.280,0.820,9.000,0.700
0.170,0.310,1.500,0.041,34.000,121.000,3.060,0.460,10.500,0.600
0.390,0.210,1.200,0.041,35.000,136.000,3.150,0.460,10.200,0.500
0.280,0.270,8.000,0.048,41.000,162.000,3.210,0.510,9.900,0.500
0.260,0.240,7.200,0.039,38.000,172.000,3.490,0.640,9.700,0.600
0.190,0.260,2.100,0.039,8.000,143.000,3.050,0.740,9.800,0.500
0.330,0.260,5.000,0.027,46.000,143.000,3.250,0.430,11.200,0.700
0.160,0.300,13.700,0.056,33.000,168.000,2.900,0.440,8.700,0.700
0.330,0.320,11.100,0.036,25.000,119.000,3.150,0.340,10.500,0.600
0.310,0.520,1.700,0.029,5.000,61.000,3.070,0.430,10.400,0.500
0.280,0.370,9.100,0.037,16.000,76.000,3.050,0.540,11.100,0.500
0.410,0.330,4.700,0.023,28.000,110.000,3.300,0.380,12.500,0.700
0.180,0.350,5.400,0.054,53.000,143.000,3.100,0.540,11.000,0.700
0.330,0.180,4.600,0.032,40.000,124.000,3.180,0.400,11.000,0.600
0.410,0.160,0.900,0.032,25.000,98.000,3.160,0.420,9.500,0.500
0.180,0.290,1.400,0.042,34.000,101.000,3.540,0.600,10.500,0.700
0.210,0.740,1.200,0.047,25.000,111.000,3.130,0.410,10.700,0.600
0.240,0.290,2.000,0.044,15.000,96.000,3.230,0.640,10.400,0.800
0.200,1.660,2.100,0.022,34.000,113.000,3.260,0.550,12.200,0.600
0.200,0.330,1.900,0.035,39.000,138.000,3.170,0.440,11.700,0.700
0.330,0.230,5.000,0.053,29.000,106.000,3.130,0.520,9.000,0.500
0.230,0.200,7.500,0.050,44.000,179.000,3.180,0.480,9.533,0.500
0.230,0.370,1.900,0.041,51.000,165.000,3.260,0.400,12.200,0.800
0.410,0.300,3.200,0.030,49.000,164.000,3.530,0.790,11.700,0.700
0.280,0.490,7.700,0.045,48.000,195.000,3.040,0.550,11.000,0.600
0.170,0.360,1.900,0.036,38.000,110.000,3.050,0.540,11.400,0.600
0.260,0.210,2.900,0.026,48.000,126.000,3.220,0.380,11.300,0.700
0.380,0.320,8.500,0.044,36.000,152.000,3.380,0.350,12.000,0.700
0.270,0.320,6.200,0.048,47.000,161.000,3.220,0.600,11.000,0.600
0.390,0.540,1.400,0.157,34.000,132.000,3.110,0.530,9.000,0.600
0.140,0.280,7.900,0.057,21.000,82.000,3.260,0.360,10.000,0.600
0.250,0.360,2.100,0.034,30.000,177.000,3.250,0.400,11.900,0.800
0.340,0.210,5.000,0.042,17.000,133.000,3.020,0.530,9.400,0.500
0.270,0.330,3.600,0.034,9.000,45.000,3.080,0.400,10.500,0.600
0.270,0.250,13.900,0.050,45.000,199.000,3.340,0.500,9.800,0.600
0.250,0.250,1.600,0.046,50.000,181.000,3.200,0.420,11.000,0.700
0.310,0.530,8.800,0.057,36.000,221.000,3.170,0.440,9.100,0.500
0.400,0.300,1.600,0.047,30.000,117.000,3.170,0.480,10.100,0.600
0.180,0.480,18.000,0.054,56.000,183.000,2.980,0.610,8.500,0.600
0.190,0.270,13.900,0.057,45.000,155.000,2.940,0.410,8.800,0.800
0.200,0.490,1.600,0.065,17.000,143.000,3.220,0.520,9.200,0.600
0.160,0.300,9.600,0.057,50.000,185.000,3.390,0.380,9.600,0.600
0.290,0.280,10.200,0.032,43.000,138.000,3.100,0.470,10.600,0.600
0.240,0.180,1.300,0.046,9.000,62.000,3.380,0.470,10.100,0.400
0.315,0.190,19.400,0.031,28.000,106.000,2.970,0.400,10.550,0.600
0.455,0.180,1.900,0.036,33.000,106.000,3.210,0.830,14.000,0.700
0.390,0.350,1.800,0.096,22.000,80.000,2.950,0.540,12.600,0.600
0.480,0.300,1.500,0.037,19.000,78.000,3.470,0.420,11.900,0.700
0.490,0.230,2.400,0.087,19.000,115.000,2.770,0.440,9.400,0.600
0.180,0.280,3.300,0.044,18.000,91.000,3.420,0.640,10.800,0.600
0.270,0.450,10.600,0.035,28.000,124.000,3.200,0.460,10.400,0.900
0.380,0.180,7.400,0.095,28.000,195.000,3.530,0.710,9.200,0.400
0.330,0.380,2.500,0.047,30.000,148.000,3.170,0.430,12.700,0.600
0.280,0.390,1.900,0.052,23.000,116.000,3.250,0.400,10.400,0.600
0.370,0.250,2.500,0.028,24.000,84.000,3.140,0.360,11.700,0.600
0.270,0.310,2.400,0.014,15.000,143.000,3.030,0.650,12.000,0.400
0.280,0.450,7.500,0.045,46.000,203.000,3.260,0.460,9.200,0.600
0.150,0.320,7.900,0.034,17.000,81.000,3.290,0.310,10.000,0.600
0.320,0.170,7.600,0.042,69.000,219.000,3.130,0.400,8.900,0.500
0.330,0.280,1.400,0.034,26.000,109.000,3.280,0.570,10.600,0.600
0.180,0.490,5.200,0.051,36.000,157.000,3.180,0.480,10.600,0.600
0.480,0.370,1.200,0.034,5.000,57.000,3.050,0.540,10.400,0.300
0.240,0.390,17.300,0.052,22.000,126.000,3.110,0.470,9.200,0.600
0.420,0.010,1.500,0.017,25.000,102.000,3.380,0.360,12.300,0.700
0.250,0.410,1.800,0.037,52.000,165.000,3.290,0.390,12.200,0.700
0.350,0.280,12.400,0.051,86.000,213.000,3.160,0.510,9.900,0.600
0.390,0.390,11.900,0.057,51.000,221.000,3.260,0.510,8.900,0.600
0.210,0.240,2.300,0.047,60.000,189.000,3.650,0.720,10.100,0.600
0.220,0.280,14.000,0.053,83.000,197.000,3.140,0.450,9.800,0.600
0.640,0.460,10.600,0.244,33.000,227.000,2.870,0.740,9.100,0.300
0.180,0.360,1.800,0.040,24.000,187.000,3.250,0.550,9.500,0.600
0.280,0.260,1.900,0.049,12.000,86.000,3.150,0.380,9.400,0.500
0.330,0.220,1.600,0.027,18.000,89.000,3.510,0.380,12.500,0.700
0.180,0.280,10.200,0.039,29.000,115.000,3.110,0.450,10.900,0.700
0.130,0.340,9.300,0.062,40.000,126.000,3.210,0.390,9.600,0.500
0.440,0.260,3.100,0.053,57.000,128.000,3.220,0.390,12.700,0.600
0.285,0.320,14.600,0.063,32.000,201.000,3.000,0.450,9.200,0.500
0.210,0.280,1.500,0.051,46.000,142.000,3.230,0.420,10.100,0.600
0.230,0.320,1.900,0.038,40.000,118.000,3.320,0.530,11.800,0.700
0.340,0.390,6.900,0.066,43.000,162.000,3.110,0.530,9.500,0.500
0.270,0.330,1.400,0.042,24.000,183.000,3.290,0.460,10.700,0.500
0.190,0.420,6.400,0.067,39.000,212.000,3.300,0.330,9.600,0.600
0.310,0.370,8.400,0.031,70.000,170.000,3.420,0.400,11.700,0.800
0.210,0.330,1.400,0.056,35.000,136.000,3.630,0.780,10.300,0.600
0.370,0.310,2.850,0.037,5.000,24.000,3.190,0.360,11.900,0.600
0.150,0.490,1.500,0.031,17.000,122.000,3.030,0.400,10.300,0.600
0.180,0.480,4.000,0.186,64.000,150.000,3.060,0.400,9.300,0.500
0.260,0.180,7.000,0.055,50.000,194.000,3.210,0.430,9.000,0.500
0.240,0.260,12.600,0.053,44.000,182.000,3.420,0.420,9.700,0.500
0.150,0.300,13.300,0.049,46.000,120.000,3.200,0.360,9.500,0.700
0.290,0.340,7.800,0.036,49.000,128.000,3.210,0.400,10.700,0.600
0.200,0.250,1.200,0.038,34.000,128.000,3.240,0.440,10.100,0.500
0.300,0.280,1.600,0.036,28.000,106.000,3.140,0.410,13.300,0.600
0.170,0.280,2.500,0.028,22.000,98.000,3.160,0.370,11.100,0.700
0.250,0.280,7.250,0.028,14.000,78.000,2.940,0.370,11.500,0.700
0.305,0.220,16.000,0.061,26.000,141.000,3.080,0.500,9.100,0.500
0.240,0.400,15.400,0.052,81.000,198.000,3.200,0.690,9.400,0.500
0.380,0.420,2.500,0.038,34.000,117.000,3.360,0.590,11.600,0.700
0.290,0.320,5.800,0.040,16.000,112.000,3.040,0.580,11.200,0.500
0.230,0.380,14.300,0.058,55.000,194.000,3.090,0.440,9.000,0.600
0.270,0.270,1.600,0.046,32.000,113.000,3.410,0.510,10.500,0.700
0.160,0.330,1.100,0.057,21.000,82.000,3.320,0.460,10.900,0.700
0.270,0.340,10.500,0.043,49.000,228.000,3.040,0.410,10.400,0.600
0.290,0.410,10.800,0.048,55.000,149.000,3.090,0.590,10.967,0.700
0.280,0.570,1.000,0.043,50.000,92.000,3.170,0.360,11.500,0.600
0.320,0.450,2.900,0.029,37.000,94.000,3.250,0.600,12.400,0.600
0.280,0.240,17.500,0.044,60.000,167.000,3.310,0.440,9.400,0.500
0.130,0.270,4.800,0.028,22.000,104.000,3.340,0.450,9.200,0.600
0.460,0.650,10.400,0.050,76.000,192.000,3.160,0.420,8.700,0.500
0.230,0.330,13.800,0.042,25.000,139.000,3.350,0.560,10.400,0.600
0.210,0.340,1.200,0.060,26.000,111.000,3.510,0.470,10.700,0.600
0.200,0.260,4.500,0.086,37.000,133.000,3.150,0.420,9.200,0.500
0.320,0.200,14.400,0.050,29.000,144.000,3.240,0.410,10.300,0.600
0.250,0.340,4.700,0.031,34.000,134.000,3.210,0.380,10.600,0.600
0.170,0.360,1.700,0.042,14.000,61.000,3.220,0.540,10.800,0.600
0.270,0.330,2.000,0.059,19.000,175.000,3.220,0.560,9.900,0.500
0.400,0.520,1.300,0.148,45.000,149.000,3.080,0.560,8.700,0.500
0.210,0.300,6.300,0.039,47.000,136.000,3.270,0.310,12.700,0.600
0.150,0.340,5.100,0.055,34.000,125.000,3.360,0.420,9.600,0.500
0.150,0.320,2.500,0.037,10.000,51.000,3.040,0.580,12.600,0.600
0.590,0.380,1.600,0.066,34.000,182.000,3.230,0.380,8.500,0.300
0.210,0.280,8.600,0.045,37.000,221.000,3.250,0.540,10.400,0.600
0.170,0.360,1.300,0.036,11.000,70.000,3.430,0.680,10.400,0.700
0.160,0.490,1.200,0.055,18.000,150.000,3.230,0.470,11.200,0.600
0.390,0.630,11.000,0.044,55.000,156.000,3.090,0.440,8.700,0.600
0.250,0.370,3.100,0.026,29.000,93.000,3.140,0.450,12.200,0.600
0.450,0.360,5.000,0.033,28.000,156.000,3.110,0.400,12.400,0.700
0.520,0.060,2.700,0.052,30.000,79.000,3.320,0.430,9.300,0.500
0.400,0.380,2.200,0.030,40.000,109.000,3.270,0.460,12.600,0.600
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.340,0.400,8.100,0.046,68.000,170.000,3.150,0.500,9.533,0.600
0.210,0.340,11.900,0.039,55.000,140.000,3.020,0.310,10.300,0.600
0.300,0.440,12.400,0.043,52.000,154.000,3.040,0.330,12.000,0.600
0.180,0.400,1.600,0.047,22.000,102.000,3.280,0.440,10.700,0.500
0.280,0.450,7.800,0.059,32.000,139.000,3.330,0.770,11.200,0.600
0.310,0.320,1.200,0.024,20.000,166.000,3.050,0.540,9.800,0.600
0.380,0.200,3.400,0.046,9.000,116.000,3.150,0.410,9.400,0.500
0.230,0.190,13.700,0.052,47.000,197.000,3.120,0.530,9.000,0.500
0.220,0.560,14.500,0.055,27.000,159.000,2.980,0.400,9.100,0.500
0.220,0.380,9.100,0.044,35.000,127.000,2.970,0.300,11.000,0.700
0.180,0.320,12.200,0.048,36.000,125.000,2.920,0.540,9.400,0.600
0.200,0.270,10.900,0.038,29.000,130.000,3.110,0.440,10.500,0.700
0.210,0.230,7.900,0.033,22.000,130.000,3.380,0.590,10.900,0.600
0.150,0.380,1.200,0.038,18.000,110.000,3.190,0.430,11.100,0.600
0.200,0.490,3.500,0.057,14.000,108.000,3.190,0.350,11.500,0.600
0.320,0.210,2.200,0.044,15.000,68.000,3.170,0.390,9.400,0.600
0.120,0.290,10.300,0.039,41.000,98.000,3.190,0.380,9.800,0.800
0.340,0.460,13.800,0.055,68.000,198.000,3.360,0.370,9.500,0.600
0.180,0.310,12.200,0.053,46.000,140.000,3.060,0.530,8.900,0.600
0.460,0.320,6.200,0.053,10.000,94.000,3.350,0.470,10.100,0.500
0.260,0.220,7.700,0.047,57.000,210.000,3.100,0.470,9.000,0.500
0.200,0.240,9.200,0.044,25.000,150.000,3.220,0.440,10.500,0.500
0.180,0.380,8.100,0.049,44.000,176.000,3.300,0.540,9.800,0.600
0.170,0.300,1.100,0.031,13.000,73.000,3.170,0.580,11.000,0.600
0.270,0.320,4.500,0.240,61.000,174.000,3.120,0.480,9.400,0.500
0.130,0.280,1.200,0.046,35.000,140.000,3.330,0.330,10.100,0.700
0.220,0.230,3.100,0.052,15.000,104.000,3.140,0.420,8.700,0.500
0.220,0.450,8.000,0.053,52.000,196.000,3.230,0.480,9.100,0.600
0.280,0.260,8.800,0.040,44.000,139.000,3.320,0.370,10.200,0.600
0.265,0.280,6.900,0.036,46.000,150.000,3.360,0.440,10.800,0.700
0.400,0.460,6.200,0.056,42.000,241.000,3.500,0.600,9.900,0.500
0.400,0.350,5.100,0.026,17.000,113.000,3.180,0.670,12.400,0.600
0.200,0.380,1.000,0.037,21.000,74.000,3.210,0.370,11.000,0.500
0.320,0.490,1.700,0.031,44.000,109.000,3.070,0.460,12.500,0.600
0.190,0.710,1.500,0.152,9.000,55.000,3.120,0.460,9.800,0.600
0.180,0.310,1.400,0.058,38.000,167.000,3.160,0.530,10.000,0.700
0.230,0.290,12.200,0.035,38.000,236.000,3.350,0.520,9.800,0.600
0.420,0.290,4.100,0.030,31.000,100.000,3.000,0.320,12.800,0.700
0.260,0.290,7.700,0.038,40.000,179.000,3.230,0.560,10.400,0.600
0.190,0.290,2.000,0.022,33.000,96.000,3.040,0.540,12.800,0.700
0.230,0.480,1.500,0.036,35.000,165.000,3.180,0.450,11.300,0.600
0.230,0.300,1.800,0.033,16.000,91.000,3.280,0.400,11.800,0.600
0.180,0.240,3.400,0.053,20.000,119.000,3.110,0.520,9.200,0.600
0.280,0.270,10.300,0.030,26.000,108.000,3.200,0.360,10.700,0.600
0.220,0.490,6.000,0.029,31.000,128.000,3.410,0.360,11.300,0.800
0.285,0.320,14.600,0.063,32.000,201.000,3.000,0.450,9.200,0.500
0.370,0.370,1.500,0.024,12.000,76.000,2.940,0.390,12.300,0.600
0.190,0.330,6.300,0.032,42.000,127.000,3.310,0.380,12.200,0.600
0.290,0.420,1.300,0.035,18.000,86.000,2.990,0.390,11.300,0.500
0.230,0.280,11.100,0.033,30.000,97.000,3.030,0.390,10.500,0.700
0.450,0.420,1.100,0.051,61.000,197.000,3.020,0.400,9.000,0.500
0.300,0.220,1.400,0.046,16.000,135.000,3.080,0.770,10.400,0.700
0.350,0.200,13.900,0.054,63.000,229.000,3.110,0.500,8.900,0.600
0.250,0.330,2.100,0.021,17.000,76.000,3.260,0.450,12.300,0.600
0.250,0.440,1.700,0.024,36.000,116.000,3.180,0.400,12.500,0.600
0.380,0.470,1.400,0.051,59.000,210.000,3.240,0.500,9.600,0.500
0.140,0.460,1.600,0.036,15.000,92.000,3.370,0.490,10.900,0.500
0.280,0.350,15.300,0.056,31.000,117.000,3.270,0.500,9.600,0.500
0.210,0.580,17.100,0.049,62.000,213.000,3.010,0.510,9.300,0.600
0.370,0.510,11.800,0.044,62.000,163.000,3.190,0.440,8.800,0.500
0.300,0.310,1.200,0.048,19.000,125.000,3.320,0.540,12.600,0.600
0.695,0.060,6.800,0.042,9.000,84.000,3.440,0.440,10.200,0.500
0.390,0.170,12.000,0.046,65.000,246.000,3.150,0.380,9.000,0.600
0.250,0.330,8.500,0.042,29.000,141.000,3.280,0.600,10.400,0.500
0.310,0.260,7.400,0.069,28.000,160.000,3.130,0.460,9.800,0.600
0.320,0.320,1.500,0.030,24.000,101.000,3.210,0.420,13.000,0.500
0.210,0.480,14.800,0.050,31.000,195.000,2.950,0.750,8.800,0.600
0.290,0.270,1.600,0.062,17.000,140.000,3.230,0.350,11.100,0.600
0.160,0.320,12.500,0.035,18.000,156.000,2.880,0.360,9.000,0.600
0.285,0.490,11.400,0.035,57.000,137.000,3.080,0.540,8.900,0.600
0.210,0.390,2.000,0.057,21.000,138.000,3.050,0.520,10.900,0.500
0.190,0.390,8.000,0.028,22.000,84.000,3.110,0.660,10.800,0.600
0.255,0.240,1.700,0.039,138.500,272.000,3.530,0.530,9.600,0.400
0.210,0.280,5.900,0.047,29.000,101.000,3.150,0.400,11.000,0.600
0.120,0.330,2.900,0.044,21.000,73.000,3.170,0.320,12.900,0.800
0.360,0.590,13.600,0.051,60.000,134.000,2.960,0.390,8.700,0.500
0.350,0.480,12.400,0.056,61.000,176.500,2.970,0.520,8.800,0.500
0.430,0.180,13.150,0.032,25.000,131.000,3.230,0.510,10.700,0.500
0.200,0.410,2.100,0.054,24.000,166.000,3.480,0.620,10.500,0.600
0.240,0.270,2.900,0.039,30.000,123.000,3.120,0.370,12.800,0.600
0.200,0.300,4.700,0.041,40.000,148.000,3.160,0.350,10.200,0.600
0.320,0.310,1.700,0.036,46.000,195.000,3.030,0.480,10.500,0.500
0.350,0.360,0.800,0.034,32.000,111.000,3.110,0.500,12.100,0.800
0.250,0.430,4.500,0.062,20.000,115.000,3.380,0.500,9.900,0.600
0.400,0.270,5.200,0.030,32.000,101.000,3.220,0.620,12.300,0.700
0.180,0.450,4.600,0.041,67.000,158.000,3.010,0.380,10.600,0.600
0.230,0.250,8.000,0.043,31.000,101.000,3.190,0.420,10.400,0.600
0.410,0.010,6.100,0.048,20.000,70.000,3.190,0.420,10.000,0.500
0.585,0.200,10.400,0.086,17.000,94.000,3.130,0.400,9.400,0.500
0.320,0.330,9.900,0.032,22.000,90.000,3.100,0.430,12.100,0.700
0.390,0.350,11.600,0.044,57.000,220.000,3.070,0.530,9.300,0.500
0.350,0.250,18.400,0.051,28.000,182.000,3.130,0.620,9.300,0.600
0.260,0.310,1.600,0.040,39.000,173.000,3.190,0.510,11.400,0.600
0.290,0.290,5.600,0.046,35.000,178.000,3.250,0.510,10.533,0.500
0.190,0.400,0.900,0.037,73.000,180.000,3.060,0.340,10.000,0.600
0.300,0.600,1.850,0.048,13.000,106.000,3.240,0.490,11.850,0.500
0.330,0.190,5.600,0.042,22.000,143.000,3.150,0.630,9.900,0.500
0.380,0.260,1.100,0.058,20.000,140.000,3.270,0.430,9.700,0.600
0.280,0.460,3.200,0.058,39.000,133.000,3.140,0.580,9.500,0.500
0.120,0.190,4.900,0.055,27.000,127.000,3.290,0.410,9.400,0.500
0.705,0.100,13.000,0.044,44.000,214.000,3.100,0.500,9.100,0.500
0.190,0.480,1.100,0.026,23.000,58.000,2.900,0.500,10.500,0.600
0.520,0.260,5.700,0.038,27.000,130.000,3.110,0.270,13.000,0.700
0.170,0.360,6.400,0.055,42.000,123.000,3.110,0.500,11.000,0.800
0.520,0.170,1.400,0.047,5.000,26.000,3.260,0.320,10.000,0.400
0.270,0.330,1.400,0.042,24.000,183.000,3.290,0.460,10.700,0.500
0.370,0.330,1.200,0.028,13.000,81.000,3.370,0.380,11.700,0.600
0.230,0.320,1.300,0.048,59.000,113.000,3.100,0.550,11.000,0.600
0.270,0.190,6.600,0.045,98.000,175.000,3.160,0.340,10.100,0.600
0.210,0.380,1.500,0.039,37.000,122.000,3.200,0.430,12.000,0.600
0.290,0.290,3.150,0.044,41.000,117.000,3.240,0.350,11.500,0.500
0.410,0.330,10.100,0.043,28.000,152.000,3.200,0.520,9.400,0.500
0.500,0.180,2.000,0.036,23.000,129.000,3.360,0.770,13.400,0.700
