Cement,Water,Coarse,Fine,Strength
-3.5667e-02,-9.7849e-01,1.1431e+00,1.1015e-01,1.6437e+00
2.2154e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,8.0576e-01
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,2.1338e+00
-1.2306e+00,-1.6333e-01,3.4540e-01,6.0566e-01,-1.0070e+00
-9.8774e-01,-7.9000e-02,4.4318e-01,-3.3545e-01,-9.0367e-01
3.9430e-01,1.0032e+00,1.4747e-02,3.2857e-01,-6.3638e-01
-1.2181e+00,1.7996e+00,-6.4141e-01,-1.4438e+00,-1.1577e+00
9.1256e-01,1.5466e+00,3.9429e-01,-1.4073e-01,3.1532e-02
4.8068e-01,4.8786e-01,-1.2075e+00,6.4061e-01,-1.3367e+00
-1.5194e+00,1.0266e+00,-1.8853e-01,3.2982e-01,-1.5271e+00
1.8316e-01,1.4248e+00,-1.2204e+00,-5.7010e-01,-7.1687e-01
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,2.6143e+00
-4.3108e-01,5.8156e-01,-6.2447e-02,1.3895e+00,-1.3776e+00
-8.6585e-01,-9.1290e-01,1.5072e+00,3.7850e-01,-8.8385e-01
7.4941e-01,-1.2924e+00,-3.9696e-01,3.4105e-01,1.8623e+00
-1.3169e+00,4.6912e-01,-2.0425e+00,3.9473e-01,-3.5468e-01
1.4477e-01,4.8786e-01,1.4428e+00,-1.0828e-01,-1.2959e+00
2.1026e+00,8.6265e-01,1.9575e+00,-2.0055e+00,6.9973e-02
7.7583e-02,4.8786e-01,-7.6749e-01,1.5181e+00,-1.2719e+00
-4.1669e-01,2.1744e+00,-5.2561e-01,-2.2426e+00,-5.7151e-01
5.1670e-02,-1.7281e+00,4.0844e-01,3.7475e-01,2.4641e+00
2.0163e+00,1.3311e+00,-1.1689e+00,-9.3206e-01,-1.3725e-01
-1.0280e+00,-4.3505e-01,4.4189e-01,-3.3794e-01,-1.1986e+00
2.3426e+00,3.4732e-01,1.9575e+00,-2.0055e+00,1.2112e+00
1.9107e+00,4.8786e-01,-4.7415e-01,-6.5747e-01,1.1115e+00
1.5172e+00,2.0677e-01,-1.1316e+00,-8.2098e-01,2.1578e+00
-6.4703e-01,-1.0488e+00,9.1020e-01,-2.2159e-02,5.3247e-01
4.9507e-01,2.1744e+00,-5.2561e-01,-2.2426e+00,2.4056e-01
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,1.2088e+00
-1.2565e+00,-3.5541e-01,1.2370e+00,-1.2316e+00,9.9404e-02
9.9894e-01,2.0677e-01,-8.8178e-02,-1.3324e-01,-4.7181e-01
-9.3111e-01,1.0266e+00,-1.7567e-01,3.2857e-01,-1.9491e-01
8.1659e-01,4.4102e-01,-1.9151e+00,-2.0813e-01,1.8100e+00
-8.6969e-01,-7.0208e-01,1.3657e+00,3.1484e-01,-6.5620e-01
-6.6142e-01,-1.0581e+00,1.4480e+00,3.2233e-01,5.5890e-01
-9.3111e-01,1.0266e+00,-1.7567e-01,3.2857e-01,-1.8545e+00
-2.7464e-01,-1.6531e+00,1.9229e-01,1.4394e+00,-8.4060e-01
-4.7139e-01,-3.5541e-01,1.0749e+00,6.0220e-02,-1.2283e-01
-1.3141e+00,4.8786e-01,-2.0438e+00,3.9098e-01,-3.5468e-01
-7.9003e-01,4.8786e-01,7.1357e-02,6.4685e-01,-1.2695e+00
-2.8328e-01,3.2390e-01,7.1464e-01,-1.9940e-01,-6.8143e-01
7.2061e-01,-1.0113e+00,1.1341e+00,-1.4563e+00,1.3950e+00
1.3517e-01,1.5993e-01,1.2370e+00,-5.8355e-02,-6.3638e-01
8.9337e-01,3.9417e-01,5.1651e-01,-5.4514e-01,1.9671e-01
-4.9155e-01,6.3778e-01,7.1078e-01,-2.0065e-01,-8.0817e-01
1.6396e-01,9.0950e-01,-1.2204e+00,-1.4813e+00,1.0658e+00
-4.1093e-01,2.3957e-01,-2.9532e-01,9.1521e-01,-3.3306e-01
1.5172e+00,2.0677e-01,-1.1316e+00,-8.2098e-01,2.2539e+00
-8.2746e-01,-5.3343e-01,3.2353e-01,1.5992e+00,5.1084e-01
1.9107e+00,4.8786e-01,-4.7158e-01,-7.6731e-01,1.1139e+00
6.5343e-01,4.8786e-01,1.0697e+00,4.4091e-01,3.0542e-01
-1.5194e+00,1.0266e+00,-1.8853e-01,3.2982e-01,-1.9494e+00
6.7985e-02,-2.1486e-01,-8.3439e-01,6.9054e-01,3.8171e-01
2.1036e+00,8.6265e-01,1.9498e+00,-2.0030e+00,5.0183e-01
6.7985e-02,4.8786e-01,-5.2561e-01,-6.9741e-01,-7.3609e-01
3.1080e-01,-1.4459e-01,3.7370e-01,-1.0606e+00,3.1684e-01
-8.6969e-01,-9.2227e-01,1.4827e+00,3.6103e-01,1.6728e-01
-1.7171e+00,4.8786e-01,-1.1046e+00,2.1010e+00,-1.6875e+00
-1.1413e+00,-1.2116e-01,-1.7350e+00,-4.0784e-01,-1.2103e-01
1.1909e+00,-3.0856e-01,1.8931e+00,-9.8199e-01,9.9256e-01
-6.0192e-01,-1.9108e+00,1.3232e+00,2.3746e-01,-5.0184e-01
-6.4511e-01,-1.2549e+00,1.0376e+00,3.4008e-02,-1.2283e-01
9.5095e-01,2.1744e+00,-5.2561e-01,-2.2426e+00,4.7601e-01
-1.5828e+00,4.8786e-01,-8.1123e-01,1.4756e+00,-1.7716e+00
-3.7587e-02,4.4102e-01,-6.2447e-02,1.0275e+00,-1.2464e-01
4.8068e-01,4.8786e-01,6.7090e-01,5.9069e-01,-1.2893e+00
3.9193e-02,-8.7074e-01,7.4809e-01,-1.1068e+00,1.0694e+00
2.7913e-01,4.8786e-01,-3.6715e-02,9.5265e-01,-1.2484e+00
4.2309e-01,1.1308e-01,1.1598e+00,1.1639e-01,-1.0953e+00
-3.9653e-01,1.9272e-01,-4.0210e-01,-1.3652e+00,-6.2197e-01
5.5938e-01,1.9272e-01,1.2396e+00,-2.4183e-01,-2.3275e-01
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,1.7133e+00
1.5628e-01,-3.1793e-01,6.4260e-01,-2.5182e-01,-8.3279e-01
9.7495e-01,1.9272e-01,9.6424e-01,-4.2906e-01,1.0000e-01
2.7913e-01,-6.4118e-01,-7.5334e-01,3.7850e-01,5.7211e-01
3.0504e-01,-2.5432e+00,3.4540e-01,6.0566e-01,5.2526e-01
-4.3108e-01,5.3471e-01,-6.2447e-02,1.3895e+00,-1.5488e+00
2.7817e-01,-6.4586e-01,-7.5848e-01,-1.5287e+00,1.4686e-01
1.6396e-01,-8.2389e-01,-2.5543e-01,1.2887e-01,5.1034e-03
-9.8774e-01,-7.9000e-02,4.4318e-01,-3.3545e-01,-9.2201e-02
2.3714e+00,1.5993e-01,-6.8000e-01,-6.6995e-01,1.2647e+00
1.0757e+00,4.8786e-01,-4.2269e-01,-1.9565e-01,-1.0010e+00
-7.5740e-01,1.1437e+00,-3.9696e-01,3.4105e-01,-1.2436e+00
1.4477e-01,1.8652e+00,-1.9769e+00,5.8971e-02,-2.6158e-01
-2.8328e-01,5.3003e-01,9.1020e-01,-2.4183e-01,2.0992e-01
9.1256e-01,1.5466e+00,3.9429e-01,-1.4073e-01,-6.0995e-01
2.4865e+00,-4.0225e-01,1.9575e+00,-2.0055e+00,2.0353e+00
-9.8774e-01,-7.9000e-02,4.4318e-01,-3.3545e-01,8.5381e-01
-1.2104e+00,5.4877e-01,-1.2307e+00,1.1736e+00,-7.1987e-01
1.0181e+00,-1.1518e+00,-4.4842e-01,8.9024e-01,1.5427e+00
-6.4415e-01,5.3268e-03,1.1984e+00,1.4759e-01,6.8203e-01
5.3346e-01,1.4696e-02,1.6656e-01,5.3826e-01,5.4628e-01
-4.3108e-01,4.8786e-01,-3.2646e-03,-3.0674e-01,-1.3337e+00
-1.3563e+00,4.8786e-01,9.5395e-01,4.1470e-01,5.0664e-01
5.4690e-01,-3.1324e-01,-3.6222e-01,-2.2311e-01,-4.0545e-02
1.4189e-01,-4.7253e-01,-2.2842e-01,1.0675e+00,-7.7033e-01
-1.2277e+00,-1.6801e-01,3.4926e-01,6.0317e-01,-1.0070e+00
5.8388e-02,3.0047e-01,-8.8585e-01,-9.6951e-01,3.7029e-01
8.9337e-01,-5.3811e-01,-6.0152e-01,-2.1188e-01,6.2617e-01
-1.3553e+00,2.5820e+00,-1.3413e+00,-1.4738e+00,-3.2737e-02
3.6359e-01,-1.2127e+00,-1.5536e+00,1.3321e+00,-1.4265e-01
-4.7139e-01,-3.5541e-01,1.0749e+00,6.0220e-02,-5.4088e-01
-1.0933e+00,-8.2389e-01,4.4318e-01,-4.4626e-02,1.2634e+00
-1.2277e+00,4.8786e-01,-1.0917e+00,2.1147e+00,-1.6461e+00
-1.2757e+00,-2.7467e-02,-1.7221e+00,1.3770e+00,-1.2166e+00
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,1.2088e+00
-6.4415e-01,5.3268e-03,1.1984e+00,1.4759e-01,2.6758e-01
1.6324e+00,-7.7704e-01,7.3523e-01,-3.5791e-01,2.5843e+00
-7.9003e-01,4.8786e-01,7.1357e-02,6.4685e-01,-1.6004e+00
-4.8867e-01,6.5183e-01,7.2751e-01,-1.8816e-01,-6.7843e-01
5.5938e-01,1.9272e-01,1.2396e+00,-2.4183e-01,-8.7664e-01
4.3749e-01,8.1580e-01,-2.2097e+00,2.3496e-01,1.7148e-01
-1.3006e+00,9.4229e-01,-1.9151e+00,1.1861e+00,-1.5157e+00
-4.1093e-01,2.3957e-01,-2.9532e-01,9.1521e-01,-6.0575e-01
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,1.7674e+00
-3.7587e-02,4.4102e-01,-6.2447e-02,1.0275e+00,-8.7183e-01
-1.1125e+00,1.9381e-02,6.4517e-01,-5.5762e-01,-1.0658e+00
-1.0837e+00,-2.8009e+00,1.1045e+00,8.0190e-02,-1.6833e+00
6.5343e-01,4.8786e-01,9.5395e-01,4.0346e-01,-1.2484e+00
2.4031e+00,-1.8639e+00,-1.5536e+00,1.4981e+00,1.4070e+00
-8.6585e-01,-9.1290e-01,1.5072e+00,3.7850e-01,2.8801e-01
-3.6627e-02,-9.8317e-01,1.3461e-02,1.2722e+00,3.6729e-01
3.6359e-01,-1.2127e+00,-1.5536e+00,1.3321e+00,1.9416e+00
-4.3108e-01,4.8786e-01,-3.2646e-03,-3.0674e-01,7.2107e-01
-4.8867e-01,6.5183e-01,7.2751e-01,-1.8816e-01,-2.6130e-02
-3.0536e-01,-1.1003e+00,1.9229e-01,1.4394e+00,-4.2616e-01
-4.8867e-01,6.5183e-01,7.2751e-01,-1.8816e-01,-2.5437e-01
1.0181e+00,-1.1518e+00,-4.4842e-01,8.9024e-01,-7.8234e-01
1.9107e+00,4.8786e-01,-4.7158e-01,-7.6731e-01,-6.8323e-01
1.1141e+00,2.0677e-01,8.6389e-01,-4.9521e-01,6.9973e-02
1.5844e+00,-9.1758e-01,-7.5313e-02,-7.6980e-01,5.1925e-01
-2.9480e-01,1.0266e+00,6.1064e-02,-9.9322e-01,7.1686e-01
-6.4703e-01,-1.0488e+00,9.1020e-01,-2.2159e-02,-1.2112e+00
-1.0309e+00,-7.8641e-01,4.2902e-01,2.4744e-01,-7.6252e-01
-1.2469e+00,-6.8334e-01,2.3347e-01,-2.0911e-02,-1.2136e+00
-6.6046e-01,-6.0261e-02,1.0903e+00,7.0205e-02,-8.9226e-01
-1.4004e+00,6.7526e-01,-1.0104e-01,-1.6310e+00,-8.3279e-01
3.8854e-01,4.2805e-02,-1.3220e+00,7.5197e-02,8.9794e-02
-6.0192e-01,-1.9108e+00,1.3232e+00,2.3746e-01,1.1110e-02
-1.0895e+00,-2.8513e-01,4.3031e-01,-3.3794e-01,9.5772e-01
1.8627e+00,2.1744e+00,-5.2561e-01,-2.2426e+00,3.6969e-01
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,-7.7333e-01
-2.7944e-01,-1.6625e+00,4.2645e-01,1.5742e+00,-8.8625e-01
9.1256e-01,1.5466e+00,3.9429e-01,-1.4073e-01,-1.1710e+00
-1.2977e+00,1.4696e-02,1.6656e-01,5.3826e-01,-7.2288e-01
-8.2746e-01,-5.3343e-01,3.2353e-01,1.5992e+00,8.9794e-02
-1.1029e+00,7.5599e-02,-1.4674e+00,6.6308e-01,1.2884e-01
-4.0997e-01,1.9272e-01,8.7161e-01,-4.9147e-01,-1.2064e+00
4.8068e-01,4.8786e-01,6.6210e-02,6.4061e-01,8.7391e-02
-6.5662e-01,-1.0441e+00,4.4961e-01,1.6217e+00,-2.4837e-01
-6.3359e-01,-1.2174e+00,5.3324e-01,8.6431e-02,9.8655e-01
-1.2757e+00,-4.9595e-01,3.4926e-01,6.7806e-01,-5.3187e-01
-4.7184e-02,-7.4315e-02,-1.3233e+00,-7.0837e-02,5.1084e-01
3.9430e-01,1.0032e+00,1.4747e-02,3.2857e-01,-9.0127e-01
-3.2743e-01,-1.7936e+00,1.4660e+00,3.3981e-01,1.8407e+00
-1.1413e+00,9.5635e-01,-1.9666e+00,-1.1692e+00,-3.0783e-01
3.1080e-01,-2.8513e-01,9.5266e-01,-2.0205e+00,4.2195e-01
4.8068e-01,4.8786e-01,6.6210e-02,6.4061e-01,-1.1722e+00
3.8758e-01,4.1759e-01,-1.3233e+00,4.0526e-03,1.2881e+00
6.5343e-01,4.8786e-01,1.0697e+00,4.4091e-01,-1.6076e+00
3.6359e-01,-1.2127e+00,-1.5536e+00,1.3321e+00,1.8214e+00
-2.9672e-01,4.7849e-01,-3.0818e-01,1.0425e+00,-5.1385e-01
6.5343e-01,4.8786e-01,9.5395e-01,4.0346e-01,-1.0598e+00
-1.3332e+00,-3.5541e-01,-1.1560e+00,1.4135e-01,5.3067e-01
-2.9672e-01,2.7236e-01,-2.0526e-01,1.0924e+00,1.5346e-01
2.2154e-01,1.5185e+00,-1.0016e+00,-6.4499e-01,-1.4145e-01
-8.6585e-01,-9.1290e-01,1.5072e+00,3.7850e-01,-1.2454e+00
-1.2277e+00,4.8786e-01,-1.0917e+00,2.1147e+00,-1.8617e+00
2.3138e+00,-1.6672e+00,-9.8878e-01,1.5268e+00,2.3554e+00
-2.8328e-01,5.3003e-01,9.1020e-01,-2.4183e-01,-9.0367e-01
6.6303e-01,1.0032e+00,1.4747e-02,1.6534e-02,-3.4807e-01
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,1.7674e+00
-1.2392e+00,-6.5992e-01,-3.7122e-01,-9.8698e-01,3.4535e-02
-1.8155e-01,6.2841e-01,-1.0016e+00,-5.0769e-01,-1.2343e-01
-1.1019e+00,-2.3828e-01,1.1032e+00,8.0190e-02,-1.5025e+00
1.8627e+00,2.1744e+00,-5.2561e-01,-2.2426e+00,1.6968e-01
2.4031e+00,-1.8639e+00,-1.5536e+00,1.4981e+00,1.3830e+00
9.9894e-01,2.0677e-01,-8.8178e-02,-1.3324e-01,-2.6579e-01
-7.7659e-01,4.8786e-01,-9.5898e-02,4.0596e-01,4.4898e-01
-1.2757e+00,-1.1050e+00,3.7499e-01,7.0302e-01,-1.0706e+00
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,2.4942e+00
5.4690e-01,-3.1324e-01,-3.6222e-01,-2.2311e-01,1.9236e+00
-3.0536e-01,-1.1003e+00,1.9229e-01,1.4394e+00,-1.2262e+00
1.8051e+00,-2.0513e+00,-1.5536e+00,8.3408e-01,1.8695e+00
-2.7752e-01,2.0677e-01,1.7774e+00,1.2887e-01,-1.4599e+00
-1.1019e+00,-2.3828e-01,1.1032e+00,8.0190e-02,-4.2916e-01
2.2154e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,1.1175e+00
-4.9155e-01,6.3778e-01,7.1078e-01,-2.0065e-01,-1.3463e+00
-1.3524e+00,2.5960e+00,-1.3362e+00,-1.4688e+00,-3.2737e-02
1.3732e+00,-1.6801e-01,-1.9408e+00,-2.9550e-01,1.9371e-01
-1.6567e+00,1.0266e+00,-4.4585e-01,9.4017e-01,-1.6851e+00
-2.7464e-01,-1.6531e+00,1.9229e-01,1.4394e+00,3.9132e-01
1.9107e+00,4.8786e-01,-4.7158e-01,-7.6731e-01,-7.2379e-02
1.5844e+00,-9.1758e-01,-7.5313e-02,-7.6980e-01,9.1568e-01
-2.8328e-01,3.2390e-01,7.1464e-01,-1.9940e-01,5.1954e-02
6.6303e-01,1.0032e+00,1.4747e-02,1.6534e-02,-1.8350e-01
-2.4585e-01,3.2858e-01,-6.9287e-01,-3.0424e-01,-1.1863e-01
-5.0786e-01,1.9272e-01,-2.1941e-01,-1.2404e+00,-8.3219e-01
3.9430e-01,2.0677e-01,-2.8116e-01,-8.0725e-01,9.9977e-01
-1.3534e+00,8.7670e-01,-7.3147e-01,-2.5307e-01,3.9941e-02
-1.9211e-01,8.9076e-01,-1.3941e+00,-1.5197e-01,-2.0272e-01
5.8625e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,8.8204e-01
-7.7659e-01,4.8786e-01,-9.5898e-02,4.0596e-01,-3.2044e-01
1.8124e-01,1.4014e+00,-1.2178e+00,-5.7509e-01,-7.1687e-01
-9.5031e-01,1.9272e-01,5.0879e-01,-7.4110e-01,-4.7061e-01
2.7913e-01,4.8786e-01,5.0365e-01,7.0302e-01,-9.0301e-04
-1.3342e+00,-3.7883e-01,-1.1612e+00,1.4509e-01,5.3067e-01
4.9507e-01,2.1744e+00,-5.2561e-01,-2.2426e+00,-3.3006e-01
6.7985e-02,4.8786e-01,-5.2561e-01,-6.9741e-01,8.8625e-01
-7.7659e-01,-7.4315e-02,1.9575e+00,8.9024e-01,-1.6779e+00
7.1102e-01,-1.7140e+00,-7.5313e-02,1.2148e+00,1.1818e+00
-2.9672e-01,4.7849e-01,-3.0818e-01,1.0425e+00,2.3215e-01
-2.7944e-01,-1.6625e+00,4.2645e-01,1.5742e+00,5.7631e-01
1.5844e+00,-9.1758e-01,-7.5313e-02,-7.6980e-01,1.2232e+00
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,1.4725e+00
-2.4873e-01,4.8786e-01,-1.0685e+00,2.1384e+00,-1.6563e+00
1.3828e+00,-1.4142e+00,-4.7415e-01,3.7475e-01,6.6221e-01
-7.7896e-02,1.3171e+00,-8.8585e-01,-1.1730e+00,8.3788e-02
2.1026e+00,8.6265e-01,1.9575e+00,-2.0055e+00,-5.8353e-01
1.4477e-01,2.0677e-01,1.5072e+00,-5.8355e-02,-6.3638e-01
1.0335e+00,-1.1097e+00,-1.5536e+00,1.8975e+00,1.1667e+00
4.8068e-01,4.8786e-01,6.6210e-02,6.4061e-01,-1.3367e+00
-1.2469e+00,-6.8334e-01,1.3013e+00,-1.1942e+00,-1.3403e+00
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,2.4942e+00
6.1267e-02,2.8173e-01,-8.8071e-01,-9.7076e-01,4.8201e-01
5.1670e-02,-1.7281e+00,4.0844e-01,3.7475e-01,1.3364e-01
-6.5566e-01,-1.0394e+00,3.9815e-01,1.6242e+00,-6.2497e-01
-1.1893e+00,4.8786e-01,-4.8187e-01,9.3920e-02,-1.1343e+00
-1.0933e+00,-8.2389e-01,4.4318e-01,-4.4626e-02,3.3846e-01
1.0335e+00,-1.1097e+00,-1.5536e+00,1.8975e+00,-5.2558e-02
5.1670e-02,-1.7281e+00,4.0844e-01,3.7475e-01,2.2353e+00
-1.0357e+00,4.8786e-01,-3.3520e-01,1.0375e+00,-6.9044e-01
-8.2746e-01,-7.4893e-01,4.3160e-01,1.6504e+00,-1.4010e+00
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,1.7133e+00
-9.3015e-01,1.4717e+00,-6.4141e-01,-1.8807e+00,-7.7153e-01
2.5034e-01,5.3471e-01,-6.2447e-02,4.7835e-01,-1.7149e-01
-2.4393e-01,1.9272e-01,6.9149e-01,-6.1628e-01,-1.1133e+00
1.8627e+00,2.1744e+00,-5.2561e-01,-2.2426e+00,2.1112e-01
-1.4033e+00,-6.4946e-02,-1.5251e-01,3.8973e-01,-1.3505e+00
-1.2747e+00,-8.7277e-03,-1.7234e+00,1.3808e+00,-1.2160e+00
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,2.6143e+00
-1.2709e+00,5.2066e-01,-1.0351e+00,7.8942e-02,-7.2528e-01
-1.0280e+00,-4.3505e-01,4.4189e-01,-3.3794e-01,7.9375e-01
2.3402e-01,1.0266e+00,-9.5898e-02,-1.7808e+00,4.5679e-01
-8.5337e-01,4.8786e-01,-5.5392e-01,-7.1863e-01,8.9826e-01
3.1080e-01,-2.8513e-01,9.5266e-01,-2.0205e+00,1.4430e+00
-8.2746e-01,-7.4893e-01,4.3160e-01,1.6504e+00,-6.4780e-01
-6.5566e-01,-1.0394e+00,3.9815e-01,1.6242e+00,-1.3481e+00
-1.7171e+00,4.8786e-01,-1.1046e+00,2.1010e+00,-6.1956e-01
-1.3141e+00,-1.6801e-01,-4.0982e-01,4.0526e-03,-5.7872e-01
-6.3359e-01,-1.2174e+00,5.3324e-01,8.6431e-02,1.0923e+00
1.4189e-01,-4.7253e-01,-2.2842e-01,1.0675e+00,9.7694e-01
-4.2245e-01,3.0598e+00,-1.5433e+00,-9.7700e-01,-4.2916e-01
1.8316e-01,1.1308e-01,1.3142e+00,2.6617e-01,-1.2130e+00
-7.7659e-01,4.8786e-01,-9.5898e-02,4.0596e-01,-1.4635e+00
-1.2411e+00,1.3182e-01,2.4633e-01,5.2703e-01,-1.4172e+00
-1.2776e+00,-4.8658e-01,3.4926e-01,6.8430e-01,-5.3187e-01
6.7985e-02,4.8786e-01,-5.2561e-01,-6.9741e-01,1.8169e-01
8.9337e-01,-5.3811e-01,-6.0152e-01,-2.1188e-01,1.7494e+00
-1.2085e+00,5.8156e-01,-1.1946e+00,-9.3206e-01,-4.0754e-01
-1.5828e+00,4.8786e-01,-8.1123e-01,1.4756e+00,-1.5428e+00
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,8.0636e-01
-1.4316e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,6.0515e-01
-1.0280e+00,-4.3505e-01,4.4189e-01,-3.3794e-01,1.2223e-01
-1.0933e+00,-8.2389e-01,4.4318e-01,-4.4626e-02,-1.2166e+00
1.0181e+00,-1.1518e+00,-4.4842e-01,8.9024e-01,-6.0367e-02
4.9987e-01,4.8786e-01,-5.3591e-01,8.6029e-01,-7.4330e-01
-1.0895e+00,-2.8513e-01,4.3031e-01,-3.3794e-01,-1.2514e+00
2.7913e-01,-6.3649e-01,-7.5720e-01,-1.5312e+00,-1.2524e-01
3.6359e-01,-1.2127e+00,-1.5536e+00,1.3321e+00,-6.3518e-01
-6.4703e-01,-1.2643e+00,1.0221e+00,2.2775e-02,-1.1055e+00
-5.6161e-01,3.6137e-01,-7.4026e-02,1.2060e+00,-3.7991e-01
-1.5756e-01,6.5183e-01,-1.8045e+00,2.0875e-01,3.4627e-01
1.4884e+00,1.7059e+00,-1.7298e+00,-6.7370e-01,-7.1627e-01
-6.6142e-01,1.0266e+00,7.0280e-03,-2.9550e-01,-1.6668e-01
2.5034e-01,5.3471e-01,-6.2447e-02,4.7835e-01,-7.7185e-02
1.0181e+00,-1.1518e+00,-4.4842e-01,8.9024e-01,8.6883e-01
-1.1125e+00,-8.3326e-01,4.2130e-01,1.5880e+00,-5.7512e-01
3.0792e-01,-2.5573e+00,3.4926e-01,6.0317e-01,5.2526e-01
-3.7587e-02,4.4102e-01,-6.2447e-02,1.0275e+00,-2.0692e-01
2.2154e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,1.1703e+00
-1.4316e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,6.7602e-01
8.1659e-01,4.5507e-01,-1.9113e+00,-2.0938e-01,1.8100e+00
4.8068e-01,4.8786e-01,6.6210e-02,6.4061e-01,1.9371e-01
-6.4703e-01,-1.0488e+00,9.1020e-01,-2.2159e-02,-3.7150e-01
-9.0904e-01,1.9272e-01,1.4223e+00,-1.1702e-01,-1.0917e+00
4.8068e-01,6.2841e-01,-2.0824e+00,3.5354e-01,1.2514e+00
8.9337e-01,-5.3811e-01,-6.0152e-01,-2.1188e-01,1.5205e+00
9.7495e-01,1.9272e-01,9.6424e-01,-4.2906e-01,-7.0305e-01
-7.7659e-01,-7.4315e-02,1.9575e+00,8.9024e-01,-1.4130e+00
4.2885e-01,-3.5541e-01,-1.1740e+00,2.0376e-01,1.5295e+00
-1.3179e+00,-1.0862e+00,-3.8795e-01,8.8400e-01,-1.2226e+00
1.3828e+00,-1.4142e+00,-4.7415e-01,3.7475e-01,1.7494e+00
9.5095e-01,2.1744e+00,-5.2561e-01,-2.2426e+00,4.0541e-02
5.1670e-02,-1.7281e+00,4.0844e-01,3.7475e-01,-6.8323e-01
9.9894e-01,2.0677e-01,-8.8178e-02,-1.3324e-01,-1.2659e+00
2.2154e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,7.2287e-01
-3.6627e-02,-9.8317e-01,1.3461e-02,1.2722e+00,7.5110e-01
-4.5220e-01,7.6427e-01,-3.3263e-01,9.8011e-01,-4.8742e-01
-2.4873e-01,4.8786e-01,-1.0685e+00,2.1384e+00,-8.3580e-01
-2.7464e-01,-1.6531e+00,1.9229e-01,1.4394e+00,8.9045e-01
1.3732e+00,-1.6801e-01,-1.9408e+00,-2.9550e-01,1.5782e+00
9.0297e-01,-2.5760e+00,-1.5536e+00,2.7325e+00,5.9614e-01
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,1.7674e+00
5.0947e-01,3.4732e-01,-7.5313e-02,-1.7558e+00,5.1385e-01
7.7583e-02,6.2372e-01,-6.2725e-01,-1.6944e-01,6.2917e-01
-1.0280e+00,-4.3505e-01,4.4189e-01,-3.3794e-01,-3.7390e-01
1.4068e+00,2.1744e+00,-5.2561e-01,-2.2426e+00,4.3456e-01
-1.0952e+00,1.0266e+00,3.5333e-02,-1.0119e+00,-1.0962e-01
-8.6969e-01,-7.0208e-01,1.3657e+00,3.1484e-01,-1.3304e-01
-2.8328e-01,3.2390e-01,7.1464e-01,-1.9940e-01,-1.1145e+00
-8.2746e-01,-7.4893e-01,4.3160e-01,1.6504e+00,-1.0902e-01
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,2.6143e+00
-6.4703e-01,-1.0488e+00,9.1020e-01,-2.2159e-02,1.0322e+00
9.4615e-01,-1.2971e+00,2.0771e+00,-2.1053e+00,1.2448e+00
-1.0933e+00,-8.2389e-01,4.4318e-01,-4.4626e-02,1.0622e+00
1.0181e+00,-1.1518e+00,-4.4842e-01,8.9024e-01,7.3248e-01
-5.5822e-02,-1.0347e+00,1.0389e+00,4.7738e-02,-7.1927e-01
-1.6567e+00,1.0266e+00,-4.4585e-01,9.4017e-01,-2.0089e+00
1.8627e+00,-2.2782e-02,-1.5536e+00,9.7664e-02,1.1908e+00
3.1080e-01,-2.8513e-01,9.5266e-01,-2.0205e+00,1.8515e+00
-4.3108e-01,5.3471e-01,-6.2447e-02,1.3895e+00,-7.0125e-01
2.3426e+00,3.4732e-01,1.9575e+00,-2.0055e+00,-1.1863e-01
-6.4511e-01,5.3268e-03,1.1958e+00,1.4634e-01,-3.2345e-01
-1.0952e+00,1.0266e+00,3.5333e-02,-1.0119e+00,-1.2028e+00
1.4189e-01,-4.7253e-01,-2.2842e-01,1.0675e+00,7.7753e-01
-9.0904e-01,1.9272e-01,1.4223e+00,-1.1702e-01,-1.6683e+00
2.3426e+00,3.4732e-01,1.9575e+00,-2.0055e+00,7.5831e-01
